,customer_Id,DOB,Gender,city_code,transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type,prod_cat,prod_sub_cat_code,prod_subcat
0,268408,2-1-70,M,4.0,87243835584,268408,13-01-2014,7,5,5,187,98.175,1033.175,TeleShop,Books,7,Fiction
1,268408,2-1-70,M,4.0,87243835584,268408,13-01-2014,7,5,5,187,98.175,1033.175,TeleShop,Books,12,Academic
2,268408,2-1-70,M,4.0,87243835584,268408,13-01-2014,7,5,5,187,98.175,1033.175,TeleShop,Books,10,Non-Fiction
3,268408,2-1-70,M,4.0,87243835584,268408,13-01-2014,7,5,5,187,98.175,1033.175,TeleShop,Books,11,Children
4,268408,2-1-70,M,4.0,87243835584,268408,13-01-2014,7,5,5,187,98.175,1033.175,TeleShop,Books,3,Comics
5,268408,2-1-70,M,4.0,87243835584,268408,13-01-2014,7,5,5,187,98.175,1033.175,TeleShop,Books,6,DIY
6,268408,2-1-70,M,4.0,16197868036,268408,16-12-2013,1,4,-5,-210,110.25,-1160.25,Flagship store,Bags,1,Mens
7,268408,2-1-70,M,4.0,16197868036,268408,16-12-2013,1,4,-5,-210,110.25,-1160.25,Flagship store,Bags,4,Women
8,268408,2-1-70,M,4.0,16197868036,268408,12/12/2013,1,4,5,210,110.25,1160.25,Flagship store,Bags,1,Mens
9,268408,2-1-70,M,4.0,16197868036,268408,12/12/2013,1,4,5,210,110.25,1160.25,Flagship store,Bags,4,Women
10,268408,2-1-70,M,4.0,28810141075,268408,2/9/2013,10,6,2,813,170.73,1796.73,TeleShop,Home and kitchen,2,Furnishing
11,268408,2-1-70,M,4.0,28810141075,268408,2/9/2013,10,6,2,813,170.73,1796.73,TeleShop,Home and kitchen,10,Kitchen
12,268408,2-1-70,M,4.0,28810141075,268408,2/9/2013,10,6,2,813,170.73,1796.73,TeleShop,Home and kitchen,11,Bath
13,268408,2-1-70,M,4.0,28810141075,268408,2/9/2013,10,6,2,813,170.73,1796.73,TeleShop,Home and kitchen,12,Tools
14,268408,2-1-70,M,4.0,64633435931,268408,6/5/2013,4,2,3,312,98.28,1034.28,Flagship store,Footwear,1,Mens
15,268408,2-1-70,M,4.0,64633435931,268408,6/5/2013,4,2,3,312,98.28,1034.28,Flagship store,Footwear,3,Women
16,268408,2-1-70,M,4.0,64633435931,268408,6/5/2013,4,2,3,312,98.28,1034.28,Flagship store,Footwear,4,Kids
17,268408,2-1-70,M,4.0,56902862040,268408,30-01-2013,9,3,5,868,455.7,4795.7,e-Shop,Electronics,4,Mobiles
18,268408,2-1-70,M,4.0,56902862040,268408,30-01-2013,9,3,5,868,455.7,4795.7,e-Shop,Electronics,5,Computers
19,268408,2-1-70,M,4.0,56902862040,268408,30-01-2013,9,3,5,868,455.7,4795.7,e-Shop,Electronics,8,Personal Appliances
20,268408,2-1-70,M,4.0,56902862040,268408,30-01-2013,9,3,5,868,455.7,4795.7,e-Shop,Electronics,9,Cameras
21,268408,2-1-70,M,4.0,56902862040,268408,30-01-2013,9,3,5,868,455.7,4795.7,e-Shop,Electronics,10,Audio and video
22,268408,2-1-70,M,4.0,56844530655,268408,14-10-2012,1,2,5,1175,616.875,6491.875,MBR,Footwear,1,Mens
23,268408,2-1-70,M,4.0,56844530655,268408,14-10-2012,1,2,5,1175,616.875,6491.875,MBR,Footwear,3,Women
24,268408,2-1-70,M,4.0,56844530655,268408,14-10-2012,1,2,5,1175,616.875,6491.875,MBR,Footwear,4,Kids
25,268408,2-1-70,M,4.0,19516063887,268408,7/9/2012,10,3,4,650,273.0,2873.0,e-Shop,Electronics,4,Mobiles
26,268408,2-1-70,M,4.0,19516063887,268408,7/9/2012,10,3,4,650,273.0,2873.0,e-Shop,Electronics,5,Computers
27,268408,2-1-70,M,4.0,19516063887,268408,7/9/2012,10,3,4,650,273.0,2873.0,e-Shop,Electronics,8,Personal Appliances
28,268408,2-1-70,M,4.0,19516063887,268408,7/9/2012,10,3,4,650,273.0,2873.0,e-Shop,Electronics,9,Cameras
29,268408,2-1-70,M,4.0,19516063887,268408,7/9/2012,10,3,4,650,273.0,2873.0,e-Shop,Electronics,10,Audio and video
30,268408,2-1-70,M,4.0,12644501524,268408,14-08-2012,4,4,3,321,101.115,1064.115,TeleShop,Bags,1,Mens
31,268408,2-1-70,M,4.0,12644501524,268408,14-08-2012,4,4,3,321,101.115,1064.115,TeleShop,Bags,4,Women
32,268408,2-1-70,M,4.0,63314547725,268408,26-04-2012,1,1,1,806,84.63,890.63,Flagship store,Clothing,4,Mens
33,268408,2-1-70,M,4.0,63314547725,268408,26-04-2012,1,1,1,806,84.63,890.63,Flagship store,Clothing,1,Women
34,268408,2-1-70,M,4.0,63314547725,268408,26-04-2012,1,1,1,806,84.63,890.63,Flagship store,Clothing,3,Kids
35,268408,2-1-70,M,4.0,16688203936,268408,12/7/2011,10,6,5,777,407.925,4292.925,Flagship store,Home and kitchen,2,Furnishing
